"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250"
"V125",0.142771,0.0744845,0.110697,0.112895,0.0991979,1,0.229994,0.0343842,0.15071,0.203637,0.124017,0.133198,0.282024,1,0.103657,0.0484605,0.0822949,0.0999746,0.0425234,0.138127,0.194122,0.15036,0.0890818,0.142771,0.0643722,0.237062,0.1539,0.0624512,1,0.0728251,1,1,1,0.132918,0.15071,0.157811,0.119856,0.24953,0.136035,0.0841505,0.13588,0.0744297,0.0878584,0.069993,0.149363,0.0906872,1,0.125805,0.0119946,0.0634019,0.132649,1,0.173358,0.102385,0.0667366,0.0673343,0.156692,0.0878471,0.117839,0.0532728,0.0568368,0.15071,0.127864,0.15071,0.161366,0.120211,0.109237,0.119978,0.109646,0.0199447,0.0912998,0.30638,1,0.0727406,0.076275,0.081142,0.113547,0.114315,0.0812507,0.0442738,0.0841505,0.0634411,1,0.0721143,0.167636,0.137539,0.106527,0.0929287,1,0.174188,0.120741,0.0872977,0.0714025,0.146998,0.155185,0.102823,0.119154,0.159675,0.0586271,0.174549,0.12006,0.161702,0.0945468,0.16111,0.121389,0.136836,1,0.0822949,1,0.117472,0.0502451,0.136344,0.171016,0.0654727,1,0.163196,0.0939901,0.0729434,0.139012,0.121967,0.133254,0.0840439,0.045796,0.0785619,0.00606402,0.0773782,1,0.11578,0.120175,0.0477166,0.0467704,0.0632629,0.0561601,0.118053,0.301157,0.120282,0.104411,0.0878471,0.11266,1,0.15071,0.0712051,0.0682545,0.0936401,0.177901,0.259228,0.0649953,0.0562486,0.166205,0.0544759,0.15071,0.0728251,0.0751447,0.0985079,0.127864,0.0839517,1,0.0870693,0.0607518,0.127603,0.110697,0.209401,0.15071,0.123048,0.0530422,0.162535,0.0698941,0.154483,1,0.0306069,0.0443355,0.160667,0.125805,0.110697,0.0869798,0.123477,1,0.0890818,0.20233,0.201581,0.202582,0.262771,0.172624,0.109914,0.0845543,0.0963272,0.115958,0.0698941,0.112294,0.134956,0.0683324,0.138713,0.11578,0.0991493,0.111775,0.124925,0.0991979,1,1,0.0975016,0.125567,0.125108,0.0348509,0.162495,0.23102,0.117318,0.0535987,0.0484605,0.0604932,0.123412,0.126226,0.0440757,0.120282,0.0872726,0.127864,0.0481031,0.0718547,0.0779256,0.100547,0.120741,0.110697,0.0741093,0.0779256,1,0.0867637,0.15071,1,0.124156,1,0.13056,0.155934,0.106228,0.0818058,0.144524,0.0828885,1,0.152517,0.090886,0.123592,0.150753,0.0961518,0.232877,0.117986,0.0947472,1,0.0822949,0.196818,0.110697,0.148546,0.102216
"V126",0.203216,0.131548,0.178526,0.178074,0.160394,1,0.165692,0.10906,0.210347,0.262162,0.0801766,0.136605,0.208393,1,0.159302,0.147895,0.163093,0.165327,0.127666,0.118614,0.147497,0.226938,0.166314,0.203216,0.0865093,0.214881,0.162152,0.128067,1,0.161537,1,1,1,0.144575,0.210347,0.222953,0.167643,0.2626,0.199813,0.153662,0.125547,0.0920869,0.122434,0.0949051,0.111215,0.1423,1,0.189461,0.116132,0.102066,0.196869,1,0.161305,0.154108,0.0866796,0.0913181,0.196267,0.176161,0.172913,0.107482,0.118275,0.210347,0.191184,0.210347,0.198876,0.180811,0.092701,0.179636,0.0690232,0.126252,0.0698831,0.241676,1,0.119644,0.142256,0.157485,0.0973765,0.111317,0.136373,0.125241,0.153662,0.103658,1,0.147924,0.121166,0.187573,0.154413,0.107243,1,0.0854951,0.175341,0.10322,0.113391,0.0912889,0.121177,0.175713,0.112963,0.176923,0.123294,0.177755,0.178037,0.111584,0.141515,0.148077,0.185179,0.113424,1,0.163093,1,0.171011,0.0988704,0.152752,0.188015,0.0864716,1,0.173141,0.101139,0.15889,0.0848942,0.208706,0.0639942,0.159913,0.112366,0.174244,0.131175,0.143179,1,0.17119,0.192316,0.107986,0.107587,0.165598,0.116977,0.166923,0.218859,0.19317,0.12868,0.176161,0.10072,1,0.210347,0.103139,0.154278,0.12912,0.136172,0.167319,0.129802,0.106283,0.0854604,0.133375,0.210347,0.161537,0.102751,0.0905027,0.191184,0.151939,1,0.088815,0.111498,0.180589,0.178526,0.16301,0.210347,0.0831176,0.115845,0.164246,0.158685,0.0845422,1,0.10203,0.0993326,0.231439,0.189461,0.178526,0.161155,0.0555397,1,0.166314,0.226384,0.256423,0.173763,0.234365,0.138089,0.175005,0.0928848,0.0722964,0.203935,0.158685,0.179862,0.112143,0.0868302,0.209924,0.17119,0.178879,0.167838,0.0963209,0.160394,1,1,0.161316,0.167164,0.182648,0.105961,0.113772,0.254318,0.110035,0.126214,0.147895,0.108178,0.0454378,0.0403293,0.11697,0.19317,0.0670044,0.191184,0.109462,0.0955901,0.167858,0.0561678,0.175341,0.178526,0.123311,0.167858,1,0.097014,0.210347,1,0.147639,1,0.181741,0.16808,0.0898915,0.122104,0.101407,0.120902,1,0.129123,0.144023,0.0920907,0.163791,0.0831868,0.237021,0.151266,0.0736459,1,0.163093,0.193217,0.178526,0.197831,0.0996464
"V127",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"V128",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"V129",0.0908237,0.0781077,0.0928986,0.144315,0.123715,1,0.259992,0.1423,0.100041,0.217122,0.182435,0.220437,0.332371,1,0.138779,0.0885288,0.13689,0.0993248,0.136241,0.123151,0.220893,0.220152,0.151419,0.0908237,0.141884,0.253039,0.223573,0.164403,1,0.143845,1,1,1,0.229487,0.100041,0.106316,0.151553,0.290131,0.0852879,0.112713,0.12534,0.172673,0.0773411,0.170362,0.236886,0.118956,1,0.0775236,0.111459,0.145082,0.0819795,1,0.123747,0.090142,0.129674,0.13395,0.121776,0.119011,0.0953303,0.145724,0.148056,0.100041,0.075467,0.100041,0.102088,0.107744,0.187299,0.125403,0.172262,0.102864,0.177647,0.323727,1,0.155784,0.0718767,0.0598044,0.195015,0.131764,0.0925335,0.111448,0.112713,0.118587,1,0.119922,0.267846,0.171897,0.136979,0.190861,1,0.153336,0.0909775,0.169184,0.150628,0.186068,0.173308,0.0554516,0.18367,0.224826,0.162461,0.264329,0.164764,0.265744,0.120685,0.178888,0.140699,0.199063,1,0.13689,1,0.101808,0.139442,0.194929,0.265295,0.129086,1,0.15679,0.121037,0.148154,0.228689,0.158798,0.235063,0.0554516,0.0918011,0.122854,0.115562,0.071313,1,0.097387,0,0.0946617,0.0952233,0.136128,0.104613,0.12149,0.360385,0.178156,0.122112,0.119011,0.19396,1,0.100041,0.125564,0.131763,0.0848502,0.12502,0.320051,0.120583,0.14731,0.238897,0.112812,0.100041,0.143845,0.126233,0.126064,0.075467,0.1137,1,0.181323,0.131421,0.110183,0.0928986,0.252844,0.100041,0.175604,0.0994472,0.219103,0.12614,0.230104,1,0.122201,0.129899,0.198605,0.0775236,0.0928986,0.122166,0.226379,1,0.151419,0.229918,0.244399,0.271036,0.298432,0.245452,0.0950092,0.164689,0.158755,0.14569,0.12614,0.0916973,0.193911,0.146444,0.195997,0.097387,0.165321,0.0999434,0.182498,0.123715,1,1,0.0525343,0.151208,0.016843,0.144196,0.243053,0.25719,0.157919,0.0986294,0.0885288,0.14925,0.173307,0.177409,0.103463,0.178156,0.175436,0.075467,0.143296,0.13842,0.11603,0.158515,0.0909775,0.0928986,0.160894,0.11603,1,0.118042,0.100041,1,0.209658,1,0.11164,0.198183,0.186632,0.0739096,0.21217,0.0743982,1,0.182809,0.117969,0.102584,0.179515,0.180983,0.303783,0.0665446,0.152115,1,0.13689,0.262646,0.0928986,0.134059,0.203698
"V130",0.113355,0.0465622,0.0794326,0.117852,0.0627059,1,0.246141,0.0692738,0.122573,0.209447,0.108917,0.161814,0.262416,1,0.121301,0.0656764,0.0826909,0.0637325,0.0709989,0.119995,0.200459,0.172501,0.106853,0.113355,0.0704292,0.236415,0.147926,0.0981029,1,0.0964269,1,1,1,0.167447,0.122573,0.126851,0.137198,0.268509,0.105823,0.0503578,0.107539,0.10173,0.058898,0.0972953,0.164284,0.0623043,1,0.0947964,0.0329957,0.0745881,0.104511,1,0.146279,0.0733207,0.0605251,0.0615122,0.130214,0.0960849,0.0871613,0.0754723,0.0772391,0.122573,0.0971859,0.122573,0.134092,0.0916458,0.12041,0.106854,0.105978,0.0390704,0.111193,0.318327,1,0.0882288,0.0487947,0.0494325,0.131653,0.107848,0.0717082,0.0617336,0.0503578,0.0652949,1,0.0880767,0.201269,0.115746,0.12417,0.122208,1,0.149221,0.0905291,0.103996,0.0875436,0.125218,0.15614,0.0715797,0.1043,0.159291,0.0974315,0.193896,0.150232,0.198966,0.0660284,0.16114,0.128542,0.136343,1,0.0826909,1,0.0889062,0.0718856,0.115402,0.199151,0.0595003,1,0.139292,0.0707358,0.100806,0.158732,0.143187,0.169505,0.0528003,0.00780387,0.108587,0.0425262,0.047781,1,0.0847718,0.0875803,0.0131466,0.0139975,0.0873381,0.0233872,0.10485,0.289144,0.128893,0.0981655,0.0960849,0.129697,1,0.122573,0.0465998,0.0769626,0.0645753,0.159285,0.251365,0.0448258,0.0782148,0.177932,0.0678718,0.122573,0.0964269,0.0536457,0.0788268,0.0971859,0.0521468,1,0.107434,0.0536678,0.0963378,0.0794326,0.220998,0.122573,0.135572,0.0245113,0.144285,0.0766328,0.166313,1,0.0530194,0.0508601,0.166908,0.0947964,0.0794326,0.0683307,0.159832,1,0.106853,0.217888,0.227392,0.199176,0.276454,0.182481,0.0832317,0.0948106,0.0766153,0.136015,0.0766328,0.081286,0.120319,0.0742052,0.138974,0.0847718,0.12135,0.0853265,0.11041,0.0627059,1,1,0.0804517,0.141629,0.104423,0.0724397,0.176805,0.246529,0.103438,0.0165858,0.0656764,0.0821809,0.10957,0.101927,0.0254671,0.128893,0.107375,0.0971859,0.0700794,0.065707,0.0845704,0.0856363,0.0905291,0.0794326,0.0943441,0.0845704,1,0.0595086,0.122573,1,0.14411,1,0.0992957,0.188868,0.123309,0.0527411,0.158386,0.0536642,1,0.166404,0.0605153,0.096047,0.161496,0.11519,0.25203,0.100746,0.0909754,1,0.0826909,0.185373,0.0794326,0.12103,0.137663
"V131",0.14006,0.0524791,0.11476,0.124937,0.0917207,1,0.235288,0.0610497,0.147999,0.210973,0.0775577,0.133409,0.24453,1,0.0940388,0.0850062,0.113171,0.0961747,0.0739634,0.123458,0.195014,0.176114,0.112966,0.14006,0.0806888,0.204141,0.13859,0.0668898,1,0.105464,1,1,1,0.154609,0.147999,0.157889,0.105049,0.253074,0.136113,0.0844639,0.121407,0.0848454,0.0487466,0.0879692,0.161391,0.0767139,1,0.125218,0.0579489,0.0408671,0.129937,1,0.15331,0.0659906,0.0439343,0.0258844,0.14029,0.11947,0.110199,0.0604492,0.0547318,0.147999,0.127166,0.147999,0.143738,0.117284,0.108556,0.12684,0.0919122,0.0649761,0.0962601,0.307847,1,0.07055,0.0700827,0.0858977,0.116977,0.129062,0.0815675,0.0681813,0.0844639,0.0943393,1,0.0924857,0.179111,0.120761,0.107922,0.0936794,1,0.148312,0.112946,0.100267,0.0722102,0.134454,0.124713,0.103791,0.104907,0.143115,0.0804328,0.192708,0.134706,0.167897,0.0745781,0.161822,0.135571,0.12451,1,0.113171,1,0.104304,0.0530382,0.0996177,0.195129,0.0428594,1,0.123921,0.0739713,0.101848,0.149544,0.161306,0.137123,0.088644,0.0325008,0.123996,0.0693256,0.0711268,1,0.108251,0.119883,0.0308619,0.0326878,0.112908,0.0420775,0.11431,0.274626,0.135643,0.0854813,0.11947,0.116534,1,0.147999,0.0290531,0.100686,0.0586833,0.143546,0.228442,0.0601788,0.0619672,0.165768,0.077927,0.147999,0.105464,0.0178692,0.0844984,0.127166,0.0825154,1,0.0929979,0.016398,0.113915,0.11476,0.197321,0.147999,0.143146,0.0356623,0.128007,0.105995,0.137394,1,0.0506643,0.0450549,0.178995,0.125218,0.11476,0.0932112,0.143422,1,0.112966,0.202975,0.210098,0.191577,0.262144,0.176335,0.112338,0.0796872,0.07729,0.153911,0.105995,0.116271,0.097062,0.0781566,0.157091,0.108251,0.125107,0.104461,0.0954712,0.0917207,1,1,0.0861295,0.126844,0.109278,0.0594744,0.177072,0.231372,0.102995,0.0487552,0.0850062,0.0634395,0.114152,0.104413,0.0397113,0.135643,0.0940009,0.127166,0.0659118,0.0549625,0.11008,0.0667646,0.112946,0.11476,0.0606798,0.11008,1,0.0702625,0.147999,1,0.125948,1,0.115388,0.177395,0.112157,0.049528,0.176403,0.0506739,1,0.152428,0.0786624,0.0929548,0.149846,0.100983,0.230777,0.0806087,0.0807082,1,0.113171,0.1995,0.11476,0.135706,0.108738
"V132",0.0909512,0.113064,0.0600139,0.0564492,0.0502824,1,0.255708,0.0802282,0.0988904,0.160222,0.161417,0.162494,0.312889,1,0.148669,0.0959357,0.0294653,0.0504565,0.0861751,0.179591,0.225451,0.106761,0.0327884,0.0909512,0.0982272,0.270757,0.192491,0.106762,1,0.016003,1,1,1,0.159112,0.0988904,0.119988,0.163471,0.279113,0.0853511,0.0352351,0.155848,0.114394,0.111321,0.110878,0.182883,0.0379344,1,0.074702,0.0647473,0.105565,0.116952,1,0.17346,0.126018,0.108288,0.110126,0.186522,0.0388709,0.0674531,0.0989075,0.102973,0.0988904,0.0767609,0.0988904,0.182312,0.0698254,0.139307,0.0627793,0.143809,0.0736755,0.125155,0.332783,1,0.114499,0.0998694,0.101268,0.145119,0.153025,0.125132,0.0961583,0.0352351,0.100025,1,0.116931,0.196068,0.0978089,0.148509,0.138203,1,0.206941,0.070355,0.134684,0.112259,0.186236,0.189566,0.12295,0.152693,0.198667,0.10324,0.203009,0.15937,0.191651,0.0394636,0.18799,0.0648225,0.163731,1,0.0294653,1,0.0630117,0.0955162,0.174063,0.195208,0.107024,1,0.185905,0.107129,0.0165918,0.167516,0.0654853,0.168458,0.10417,0.0906079,0.120791,0.0632629,0.100973,1,0.0653942,0.140741,0.087569,0.0866227,0.00606402,0.0960124,0.0611349,0.333535,0.0764687,0.146076,0.0388709,0.148933,1,0.0988904,0.113417,0.011271,0.117568,0.194382,0.291024,0.0986556,0.10152,0.196418,0.104631,0.0988904,0.016003,0.113042,0.123559,0.0767609,0.0350363,1,0.120997,0.103644,0.0731426,0.0600139,0.231976,0.0988904,0.166998,0.097766,0.202262,0.0167693,0.187188,1,0.0775459,0.0910029,0.117083,0.074702,0.0600139,0.0336852,0.158843,1,0.0327884,0.23566,0.238183,0.233208,0.297726,0.199516,0.0592301,0.125754,0.13484,0.0595733,0.0167693,0.0616109,0.170436,0.105599,0.0987458,0.0653942,0.0432858,0.0613891,0.160963,0.0502824,1,1,0.130935,0.166243,0.149359,0.0802296,0.188866,0.266089,0.160029,0.0934511,0.0959357,0.105555,0.16723,0.159941,0.0833862,0.0764687,0.121655,0.0767609,0.0934818,0.113603,0.0289493,0.136278,0.070355,0.0600139,0.11753,0.0289493,1,0.105103,0.0988904,1,0.159981,1,0.0762618,0.181755,0.137027,0.106357,0.17742,0.10744,1,0.186601,0.0381332,0.143743,0.19233,0.128455,0.259359,0.144771,0.132955,1,0.0294653,0.237018,0.0600139,0.106947,0.135244
"V133",0.127565,0.0652067,0.0996929,0.123081,0.0569828,1,0.246571,0.0740378,0.136783,0.209965,0.0888411,0.144264,0.253805,1,0.122959,0.0821187,0.101463,0.0829986,0.0759327,0.129762,0.2129,0.154517,0.113919,0.127565,0.0699421,0.237827,0.147548,0.0969561,1,0.103568,1,1,1,0.150328,0.136783,0.143474,0.116049,0.274355,0.103667,0.069547,0.125492,0.0997656,0.0603412,0.0978997,0.171806,0.0622469,1,0.112278,0.0501219,0.0735549,0.118721,1,0.160489,0.0571998,0.0597808,0.0592103,0.146682,0.109213,0.0986757,0.0572586,0.0785921,0.136783,0.114137,0.136783,0.150857,0.0821458,0.123346,0.0963555,0.105636,0.0570609,0.109753,0.317213,1,0.0689115,0.0577899,0.0696409,0.112055,0.120125,0.0753937,0.0793162,0.069547,0.0822474,1,0.0909974,0.204479,0.11585,0.124516,0.123295,1,0.154914,0.101296,0.0853451,0.086575,0.142898,0.154561,0.070313,0.11308,0.142139,0.0803376,0.18252,0.149092,0.197464,0.0666494,0.167187,0.130834,0.13643,1,0.101463,1,0.0955625,0.0705541,0.11366,0.201482,0.0584639,1,0.120841,0.0716548,0.102521,0.15923,0.1509,0.168704,0.0722616,0.0200132,0.113766,0.0610471,0.0587862,1,0.0968163,0.104346,0.0146705,0.0100436,0.100899,0.000653911,0.104666,0.288452,0.13397,0.0952676,0.109213,0.116606,1,0.136783,0.028955,0.0890352,0.0448001,0.141696,0.24257,0.0345308,0.0571535,0.161303,0.0873358,0.136783,0.103568,0.0533017,0.0737839,0.114137,0.0676876,1,0.115802,0.0554824,0.0865884,0.0996929,0.223879,0.136783,0.151333,0.0466153,0.127607,0.0942682,0.15148,1,0.0508486,0.0554903,0.155056,0.112278,0.0996929,0.0766519,0.160111,1,0.113919,0.217052,0.231716,0.199323,0.275948,0.19476,0.0958939,0.0967957,0.0714902,0.143514,0.0942682,0.101135,0.120386,0.0755457,0.131015,0.0968163,0.10645,0.0931994,0.111599,0.0569828,1,1,0.0959105,0.122301,0.121189,0.0748457,0.164442,0.24545,0.113411,0.00959411,0.0821187,0.0620812,0.108758,0.112584,0.0252889,0.13397,0.105236,0.114137,0.0570615,0.046326,0.100253,0.0845029,0.101296,0.0996929,0.073833,0.100253,1,0.0664325,0.136783,1,0.143023,1,0.0902921,0.188588,0.122053,0.0514576,0.168659,0.0526594,1,0.14717,0.0641063,0.101027,0.174989,0.116924,0.237205,0.100932,0.097162,1,0.101463,0.205039,0.0996929,0.121964,0.136922
"V134",0.065377,0.121635,0.0314542,0.0839367,0.0590352,1,0.265284,0.149552,0.0745941,0.166561,0.186389,0.222773,0.331871,1,0.153985,0.140591,0.0702613,0.0566598,0.1472,0.148609,0.222567,0.172654,0.09307,0.065377,0.154677,0.258578,0.226131,0.175773,1,0.0859183,1,1,1,0.229029,0.0745941,0.0917339,0.166755,0.29075,0.0578443,0.046687,0.126831,0.184828,0.0901959,0.182033,0.230456,0.0574294,1,0.046818,0.117102,0.157189,0.0926555,1,0.147139,0.104619,0.141412,0.144208,0.159064,0.0879346,0.0391829,0.15411,0.156577,0.0745941,0.0492075,0.0745941,0.154477,0.0436674,0.187171,0.055774,0.176174,0.121477,0.18029,0.341391,1,0.165247,0.0758284,0.0732956,0.197423,0.136679,0.109161,0.140908,0.046687,0.146606,1,0.145274,0.264853,0.123733,0.153534,0.202287,1,0.180033,0.0425507,0.180932,0.160087,0.199747,0.180178,0.0954428,0.176606,0.231248,0.174329,0.259234,0.17905,0.264741,0.0603115,0.18974,0.0694832,0.199348,1,0.0702613,1,0.0409278,0.150066,0.199987,0.258441,0.140387,1,0.164516,0.132408,0.0892429,0.225156,0.0863243,0.239026,0.0766634,0.10206,0.14712,0.128103,0.0748147,1,0.0367934,0.0764672,0.105076,0.105927,0.0777172,0.115317,0.0495939,0.357935,0.130638,0.139688,0.0879346,0.198381,1,0.0745941,0.136728,0.066454,0.096459,0.134851,0.320051,0.133087,0.156395,0.240306,0.148448,0.0745941,0.0859183,0.14015,0.152737,0.0492075,0.0484761,1,0.178812,0.144382,0.0483594,0.0314542,0.259436,0.0745941,0.211106,0.110559,0.225325,0.0670119,0.231747,1,0.132691,0.136722,0.166614,0.046818,0.0314542,0.0612579,0.229615,1,0.09307,0.239102,0.254894,0.267979,0.306715,0.245075,0.0352532,0.178822,0.156795,0.0849479,0.0670119,0.0333076,0.190644,0.161017,0.146023,0.0367934,0.106756,0.0373481,0.181396,0.0590352,1,1,0.0700148,0.167534,0.091675,0.152132,0.237488,0.273228,0.177319,0.108515,0.140591,0.159644,0.189001,0.176093,0.115199,0.130638,0.177213,0.0492075,0.149772,0.14736,0.07642,0.163028,0.0425507,0.0314542,0.170339,0.07642,1,0.126475,0.0745941,1,0.21453,1,0.0513172,0.214333,0.188016,0.0854096,0.224506,0.0863327,1,0.191957,0.0556404,0.119266,0.189985,0.182914,0.315574,0.0849776,0.167753,1,0.0702613,0.255532,0.0314542,0.0859125,0.207734
"V135",0.35098,0.276596,0.323379,0.336617,0.299827,1,0.271158,0.270269,0.358111,0.332231,0.242755,0.290365,0.122732,1,0.321244,0.304864,0.318007,0.30695,0.293632,0.273314,0.309061,0.292842,0.325388,0.35098,0.258636,0.204823,0.181348,0.293859,1,0.321891,1,1,1,0.257299,0.358111,0.295144,0.330974,0.194604,0.346767,0.293486,0.246721,0.265198,0.283138,0.262544,0.189167,0.29155,1,0.335606,0.277596,0.273135,0.349106,1,0.282207,0.314103,0.258024,0.260394,0.27073,0.331198,0.323079,0.268046,0.27517,0.358111,0.337665,0.358111,0.271751,0.324848,0.252065,0.337946,0.235518,0.283992,0.241233,0.228046,1,0.28236,0.298704,0.309882,0.259865,0.28606,0.303205,0.275292,0.293486,0.270377,1,0.313053,0.230277,0.238376,0.316744,0.280757,1,0.245645,0.325981,0.273744,0.280289,0.188036,0.285524,0.329615,0.177525,0.205078,0.288659,0.199653,0.343261,0.223728,0.29285,0.256745,0.344342,0.226147,1,0.318007,1,0.319767,0.264505,0.187888,0.193914,0.256886,1,0.247783,0.258193,0.319869,0.195676,0.367899,0.240722,0.312784,0.26579,0.338173,0.289239,0.299807,1,0.32102,0.346489,0.264847,0.263297,0.322531,0.272687,0.324432,0.0352042,0.272459,0.299136,0.331198,0.259481,1,0.358111,0.256371,0.310043,0.291677,0.29835,0.161945,0.290754,0.270127,0.247605,0.284603,0.358111,0.321891,0.270429,0.261931,0.337665,0.293287,1,0.250279,0.27213,0.329699,0.323379,0.238741,0.358111,0.247607,0.259274,0.189999,0.315618,0.255045,1,0.273289,0.253565,0.294969,0.335606,0.323379,0.301404,0.232305,1,0.325388,0.263465,0.280006,0.140608,0.2448,0.246407,0.322595,0.262725,0.229789,0.360567,0.315618,0.324976,0.202745,0.265116,0.266707,0.32102,0.336531,0.317015,0.197419,0.299827,1,1,0.309754,0.333806,0.331097,0.267131,0.220059,0.273738,0.212812,0.278831,0.304864,0.273943,0.231863,0.202072,0.275371,0.272459,0.241317,0.337665,0.271149,0.262354,0.321277,0.22573,0.325981,0.323379,0.287548,0.321277,1,0.250588,0.358111,1,0.223271,1,0.330436,0.280379,0.250941,0.284456,0.216836,0.285539,1,0.295694,0.291749,0.269765,0.323339,0.245571,0.165375,0.307385,0.237693,1,0.318007,0.158527,0.323379,0.272094,0.267558
